				node_types		node_column
				biolink:Gene		ENSG00000119943
				biolink:Protein		ENSP00000359607
				biolink:Protein		ENSP00000295600
				biolink:Gene		ENSG00000183826
				biolink:Protein		ENSP00000418751
				biolink:Gene		ENSG00000134851
				biolink:Protein		ENSP00000370736
				biolink:Gene		ENSG00000185885
				biolink:Protein		ENSP00000386187
				biolink:Gene		ENSG00000168781
				biolink:Protein		ENSP00000400887
				biolink:Gene		ENSG00000172456
				biolink:Protein		ENSP00000360262
				biolink:Gene		ENSG00000023902
				biolink:Protein		ENSP00000358120
				biolink:Gene		ENSG00000114315
				biolink:Protein		ENSP00000232424
				biolink:Gene		ENSG00000147133
				biolink:Protein		ENSP00000406549
				biolink:Gene		ENSG00000196670
				biolink:Protein		ENSP00000423820
				biolink:Gene		ENSG00000159208
				biolink:Protein		ENSP00000290363
				biolink:Gene		ENSG00000122728
				biolink:Protein		ENSP00000418379
				biolink:Gene		ENSG00000119402
				biolink:Protein		ENSP00000476369
				biolink:Gene		ENSG00000215644
				biolink:Protein		ENSP00000383558
				biolink:Protein		ENSP00000363128
				biolink:Gene		ENSG00000151136
				biolink:Protein		ENSP00000280758
				biolink:Gene		ENSG00000163060
				biolink:Protein		ENSP00000295201
				biolink:Gene		ENSG00000124602
				biolink:Protein		ENSP00000244565
				biolink:Gene		ENSG00000220201
				biolink:Protein		ENSP00000384434
				biolink:Gene		ENSG00000127452
				biolink:Protein		ENSP00000247977
				biolink:Gene		ENSG00000164073
				biolink:Protein		ENSP00000296468
				biolink:Gene		ENSG00000166387
				biolink:Protein		ENSP00000299492
				biolink:Protein		ENSP00000438284
				biolink:Protein		ENSP00000386894
				biolink:Gene		ENSG00000157017
				biolink:Protein		ENSP00000335074
				biolink:Gene		ENSG00000125375
				biolink:Protein		ENSP00000308334
				biolink:Gene		ENSG00000104447
				biolink:Protein		ENSP00000379065
				biolink:Gene		ENSG00000183463
				biolink:Protein		ENSP00000333490
				biolink:Protein		ENSP00000323191
				biolink:Gene		ENSG00000205359
				biolink:Protein		ENSP00000421339
				biolink:Gene		ENSG00000160957
				biolink:Protein		ENSP00000482313
				biolink:Gene		ENSG00000135108
				biolink:Protein		ENSP00000328187
				biolink:Gene		ENSG00000164172
				biolink:Protein		ENSP00000380157
				biolink:Protein		ENSP00000394107
				biolink:Gene		ENSG00000284194
				biolink:Protein		ENSP00000444433
				biolink:Gene		ENSG00000156171
				biolink:Protein		ENSP00000286692
				biolink:Gene		ENSG00000173120
				biolink:Protein		ENSP00000432786
				biolink:Gene		ENSG00000163545
				biolink:Protein		ENSP00000356125
				biolink:Gene		ENSG00000196433
				biolink:Protein		ENSP00000370639
				biolink:Gene		ENSG00000112212
				biolink:Protein		ENSP00000362255
				biolink:Gene		ENSG00000122375
				biolink:Protein		ENSP00000361141
				biolink:Gene		ENSG00000185480
				biolink:Protein		ENSP00000332915
				biolink:Gene		ENSG00000136877
				biolink:Protein		ENSP00000362344
				biolink:Gene		ENSG00000140287
				biolink:Protein		ENSP00000267845
				biolink:Gene		ENSG00000134551
				biolink:Protein		ENSP00000379682
				biolink:Gene		ENSG00000107872
				biolink:Protein		ENSP00000224862
				biolink:Gene		ENSG00000035687
				biolink:Protein		ENSP00000355493
				biolink:Gene		ENSG00000170049
				biolink:Protein		ENSP00000302719
				biolink:Gene		ENSG00000102195
				biolink:Protein		ENSP00000218316
				biolink:Gene		ENSG00000179580
				biolink:Protein		ENSP00000456566
				biolink:Gene		ENSG00000125815
				biolink:Protein		ENSP00000246012
				biolink:Gene		ENSG00000163312
				biolink:Protein		ENSP00000295488
				biolink:Gene		ENSG00000173673
				biolink:Protein		ENSP00000367130
				biolink:Gene		ENSG00000183580
				biolink:Protein		ENSP00000423630
				biolink:Gene		ENSG00000153406
				biolink:Protein		ENSP00000458762
				biolink:Protein		ENSP00000451235
				biolink:Gene		ENSG00000122008
				biolink:Protein		ENSP00000241436
				biolink:Gene		ENSG00000142178
				biolink:Protein		ENSP00000270162
				biolink:Gene		ENSG00000215018
				biolink:Protein		ENSP00000382356
				biolink:Gene		ENSG00000196653
				biolink:Protein		ENSP00000296091
				biolink:Gene		ENSG00000085999
				biolink:Protein		ENSP00000361043
				biolink:Gene		ENSG00000140451
				biolink:Protein		ENSP00000328174
				biolink:Gene		ENSG00000086475
				biolink:Protein		ENSP00000367893
				biolink:Gene		ENSG00000099974
				biolink:Protein		ENSP00000215770
				biolink:Gene		ENSG00000153558
				biolink:Protein		ENSP00000417601
				biolink:Gene		ENSG00000159231
				biolink:Protein		ENSP00000290354
				biolink:Gene		ENSG00000162734
				biolink:Protein		ENSP00000357055
				biolink:Gene		ENSG00000162736
				biolink:Protein		ENSP00000294785
				biolink:Gene		ENSG00000152454
				biolink:Protein		ENSP00000282308
				biolink:Gene		ENSG00000123095
				biolink:Protein		ENSP00000242728
				biolink:Gene		ENSG00000140577
				biolink:Protein		ENSP00000268184
				biolink:Gene		ENSG00000121853
				biolink:Protein		ENSP00000241256
				biolink:Gene		ENSG00000162594
				biolink:Protein		ENSP00000321345
				biolink:Gene		ENSG00000111785
				biolink:Protein		ENSP00000376583
				biolink:Gene		ENSG00000205328
				biolink:Protein		ENSP00000368986
				biolink:Gene		ENSG00000128617
				biolink:Protein		ENSP00000249389
				biolink:Gene		ENSG00000111652
				biolink:Protein		ENSP00000438115
				biolink:Gene		ENSG00000164659
				biolink:Protein		ENSP00000413445
				biolink:Gene		ENSG00000140543
				biolink:Protein		ENSP00000456340
				biolink:Gene		ENSG00000139372
				biolink:Protein		ENSP00000376611
				biolink:Gene		ENSG00000165392
				biolink:Protein		ENSP00000298139
				biolink:Gene		ENSG00000129965
				biolink:Protein		ENSP00000380440
				biolink:Gene		ENSG00000122694
				biolink:Protein		ENSP00000367196
				biolink:Gene		ENSG00000161649
				biolink:Protein		ENSP00000321005
				biolink:Gene		ENSG00000138111
				biolink:Protein		ENSP00000238936
				biolink:Protein		ENSP00000470259
				biolink:Gene		ENSG00000135222
				biolink:Protein		ENSP00000341030
				biolink:Gene		ENSG00000129988
				biolink:Protein		ENSP00000217407
				biolink:Gene		ENSG00000136279
				biolink:Protein		ENSP00000417653
				biolink:Gene		ENSG00000064666
				biolink:Protein		ENSP00000263097
				biolink:Gene		ENSG00000188293
				biolink:Protein		ENSP00000415823
				biolink:Gene		ENSG00000132965
				biolink:Protein		ENSP00000479870
				biolink:Gene		ENSG00000167531
				biolink:Protein		ENSP00000301046
				biolink:Gene		ENSG00000256043
				biolink:Protein		ENSP00000414904
				biolink:Gene		ENSG00000179873
				biolink:Protein		ENSP00000466285
				biolink:Protein		ENSP00000369286
				biolink:Gene		ENSG00000144214
				biolink:Protein		ENSP00000386923
				biolink:Gene		ENSG00000124116
				biolink:Protein		ENSP00000243938
				biolink:Gene		ENSG00000004139
				biolink:Protein		ENSP00000468032
				biolink:Gene		ENSG00000248385
				biolink:Protein		ENSP00000439454
				biolink:Gene		ENSG00000104974
				biolink:Protein		ENSP00000251372
				biolink:Protein		ENSP00000224181
				biolink:Gene		ENSG00000249437
				biolink:Protein		ENSP00000428657
				biolink:Gene		ENSG00000175857
				biolink:Protein		ENSP00000379997
				biolink:Gene		ENSG00000244687
				biolink:Protein		ENSP00000340305
				biolink:Gene		ENSG00000243414
				biolink:Protein		ENSP00000415139
				biolink:Gene		ENSG00000132840
				biolink:Protein		ENSP00000255192
				biolink:Gene		ENSG00000023318
				biolink:Protein		ENSP00000262455
				biolink:Gene		ENSG00000168040
				biolink:Protein		ENSP00000301838
				biolink:Gene		ENSG00000163221
				biolink:Protein		ENSP00000357726
				biolink:Gene		ENSG00000139291
				biolink:Protein		ENSP00000266673
				biolink:Gene		ENSG00000187238
				biolink:Protein		ENSP00000335358
				biolink:Gene		ENSG00000123342
				biolink:Protein		ENSP00000313437
				biolink:Gene		ENSG00000157837
				biolink:Protein		ENSP00000288680
				biolink:Gene		ENSG00000135094
				biolink:Protein		ENSP00000257549
				biolink:Gene		ENSG00000169704
				biolink:Protein		ENSP00000303942
				biolink:Gene		ENSG00000105205
				biolink:Protein		ENSP00000221804
				biolink:Gene		ENSG00000170909
				biolink:Protein		ENSP00000479089
				biolink:Gene		ENSG00000178297
				biolink:Protein		ENSP00000330264
				biolink:Protein		ENSP00000319279
				biolink:Gene		ENSG00000188760
				biolink:Protein		ENSP00000343507
				biolink:Gene		ENSG00000119862
				biolink:Protein		ENSP00000238875
				biolink:Gene		ENSG00000131068
				biolink:Protein		ENSP00000253381
				biolink:Gene		ENSG00000116984
				biolink:Protein		ENSP00000355536
				biolink:Gene		ENSG00000221955
				biolink:Protein		ENSP00000377112
				biolink:Protein		ENSP00000363624
				biolink:Gene		ENSG00000099860
				biolink:Protein		ENSP00000215631
				biolink:Gene		ENSG00000159339
				biolink:Protein		ENSP00000364597
				biolink:Gene		ENSG00000105298
				biolink:Protein		ENSP00000415078
				biolink:Gene		ENSG00000204936
				biolink:Protein		ENSP00000479536
				biolink:Gene		ENSG00000239839
				biolink:Protein		ENSP00000328359
				biolink:Protein		ENSP00000482304
				biolink:Gene		ENSG00000143954
				biolink:Protein		ENSP00000272324
				biolink:Gene		ENSG00000229314
				biolink:Protein		ENSP00000259396
				biolink:Gene		ENSG00000128789
				biolink:Protein		ENSP00000325919
				biolink:Gene		ENSG00000158764
				biolink:Protein		ENSP00000357008
				biolink:Gene		ENSG00000092978
				biolink:Protein		ENSP00000355902
				biolink:Gene		ENSG00000064545
				biolink:Protein		ENSP00000162044
				biolink:Gene		ENSG00000159527
				biolink:Protein		ENSP00000290722
				biolink:Gene		ENSG00000206177
				biolink:Protein		ENSP00000349270
				biolink:Gene		ENSG00000204385
				biolink:Protein		ENSP00000229729
				biolink:Protein		ENSP00000384408
				biolink:Gene		ENSG00000244057
				biolink:Protein		ENSP00000334644
				biolink:Gene		ENSG00000111729
				biolink:Protein		ENSP00000229332
				biolink:Gene		ENSG00000184995
				biolink:Protein		ENSP00000418018
				biolink:Gene		ENSG00000161031
				biolink:Protein		ENSP00000345968
				biolink:Gene		ENSG00000145107
				biolink:Protein		ENSP00000273695
				biolink:Gene		ENSG00000109065
				biolink:Protein		ENSP00000350467
				biolink:Gene		ENSG00000153283
				biolink:Protein		ENSP00000283285
				biolink:Gene		ENSG00000120563
				biolink:Protein		ENSP00000364650
				biolink:Gene		ENSG00000138336
				biolink:Protein		ENSP00000362748
				biolink:Gene		ENSG00000173535
				biolink:Protein		ENSP00000349324
				biolink:Protein		ENSP00000386563
				biolink:Gene		ENSG00000112494
				biolink:Protein		ENSP00000230256
				biolink:Gene		ENSG00000156575
				biolink:Protein		ENSP00000287143
				biolink:Gene		ENSG00000203782
				biolink:Protein		ENSP00000357731
				biolink:Gene		ENSG00000119801
				biolink:Protein		ENSP00000368835
				biolink:Protein		ENSP00000301671
				biolink:Gene		ENSG00000204899
				biolink:Protein		ENSP00000367049
				biolink:Gene		ENSG00000122711
				biolink:Protein		ENSP00000369045
				biolink:Gene		ENSG00000159398
				biolink:Protein		ENSP00000428864
				biolink:Gene		ENSG00000101966
				biolink:Protein		ENSP00000360242
				biolink:Protein		ENSP00000459533
				biolink:Gene		ENSG00000160213
				biolink:Protein		ENSP00000291568
				biolink:Gene		ENSG00000110203
				biolink:Protein		ENSP00000481114
				biolink:Gene		ENSG00000140749
				biolink:Protein		ENSP00000268389
				biolink:Gene		ENSG00000132514
				biolink:Protein		ENSP00000254868
				biolink:Gene		ENSG00000186431
				biolink:Protein		ENSP00000347714
				biolink:Gene		ENSG00000204577
				biolink:Protein		ENSP00000245620
				biolink:Gene		ENSG00000160862
				biolink:Protein		ENSP00000292401
				biolink:Gene		ENSG00000165810
				biolink:Protein		ENSP00000330200
				biolink:Gene		ENSG00000115828
				biolink:Protein		ENSP00000344829
				biolink:Gene		ENSG00000013563
				biolink:Protein		ENSP00000358824
				biolink:Gene		ENSG00000198040
				biolink:Protein		ENSP00000331465
				biolink:Gene		ENSG00000002726
				biolink:Protein		ENSP00000411613
				biolink:Gene		ENSG00000164188
				biolink:Protein		ENSP00000421853
				biolink:Gene		ENSG00000061656
				biolink:Protein		ENSP00000363391
				biolink:Gene		ENSG00000135778
				biolink:Protein		ENSP00000355587
				biolink:Gene		ENSG00000164821
				biolink:Protein		ENSP00000297435
				biolink:Gene		ENSG00000173114
				biolink:Protein		ENSP00000397312
				biolink:Gene		ENSG00000076043
				biolink:Protein		ENSP00000265881
				biolink:Gene		ENSG00000136688
				biolink:Protein		ENSP00000259205
				biolink:Gene		ENSG00000147533
				biolink:Protein		ENSP00000350378
				biolink:Gene		ENSG00000180353
				biolink:Protein		ENSP00000320176
				biolink:Gene		ENSG00000183019
				biolink:Protein		ENSP00000329920
				biolink:Gene		ENSG00000143520
				biolink:Protein		ENSP00000373370
				biolink:Gene		ENSG00000166509
				biolink:Protein		ENSP00000299642
				biolink:Gene		ENSG00000158825
				biolink:Protein		ENSP00000364212
				biolink:Gene		ENSG00000170956
				biolink:Protein		ENSP00000349971
				biolink:Gene		ENSG00000154589
				biolink:Protein		ENSP00000284818
				biolink:Gene		ENSG00000042286
				biolink:Protein		ENSP00000478931
				biolink:Gene		ENSG00000162144
				biolink:Protein		ENSP00000389745
				biolink:Gene		ENSG00000151033
				biolink:Protein		ENSP00000364467
				biolink:Gene		ENSG00000008516
				biolink:Protein		ENSP00000337816
				biolink:Gene		ENSG00000124469
				biolink:Protein		ENSP00000244336
				biolink:Gene		ENSG00000179914
				biolink:Protein		ENSP00000323587
				biolink:Gene		ENSG00000150048
				biolink:Protein		ENSP00000326407
				biolink:Gene		ENSG00000144504
				biolink:Protein		ENSP00000385887
				biolink:Gene		ENSG00000204498
				biolink:Protein		ENSP00000365318
				biolink:Gene		ENSG00000123999
				biolink:Protein		ENSP00000243786
				biolink:Gene		ENSG00000184434
				biolink:Protein		ENSP00000369395
				biolink:Gene		ENSG00000153563
				biolink:Protein		ENSP00000386559
				biolink:Gene		ENSG00000072858
				biolink:Protein		ENSP00000264852
				biolink:Gene		ENSG00000142511
				biolink:Protein		ENSP00000270590
				biolink:Gene		ENSG00000180730
				biolink:Protein		ENSP00000313079
				biolink:Gene		ENSG00000240247
				biolink:Protein		ENSP00000372136
				biolink:Gene		ENSG00000146839
				biolink:Protein		ENSP00000480750
				biolink:Gene		ENSG00000158270
				biolink:Protein		ENSP00000383115
				biolink:Gene		ENSG00000119650
				biolink:Protein		ENSP00000238628
				biolink:Gene		ENSG00000115607
				biolink:Protein		ENSP00000264260
				biolink:Gene		ENSG00000182885
				biolink:Protein		ENSP00000332900
				biolink:Gene		ENSG00000127666
				biolink:Protein		ENSP00000248244
				biolink:Gene		ENSG00000155833
				biolink:Protein		ENSP00000420256
				biolink:Gene		ENSG00000166523
				biolink:Protein		ENSP00000299663
				biolink:Gene		ENSG00000010270
				biolink:Protein		ENSP00000009041
				biolink:Gene		ENSG00000155256
				biolink:Protein		ENSP00000377282
				biolink:Gene		ENSG00000122678
				biolink:Protein		ENSP00000379174
				biolink:Gene		ENSG00000143641
				biolink:Protein		ENSP00000355632
				biolink:Gene		ENSG00000176678
				biolink:Protein		ENSP00000326272
				biolink:Gene		ENSG00000023516
				biolink:Protein		ENSP00000025301
				biolink:Gene		ENSG00000184162
				biolink:Protein		ENSP00000402756
				biolink:Gene		ENSG00000140873
				biolink:Protein		ENSP00000282849
				biolink:Gene		ENSG00000177200
				biolink:Protein		ENSP00000457466
				biolink:Gene		ENSG00000071189
				biolink:Protein		ENSP00000398789
				biolink:Gene		ENSG00000134258
				biolink:Protein		ENSP00000358470
				biolink:Gene		ENSG00000129562
				biolink:Protein		ENSP00000250498
				biolink:Gene		ENSG00000184677
				biolink:Protein		ENSP00000384527
				biolink:Gene		ENSG00000048462
				biolink:Protein		ENSP00000053243
				biolink:Gene		ENSG00000136478
				biolink:Protein		ENSP00000258991
				biolink:Gene		ENSG00000106086
				biolink:Protein		ENSP00000397947
				biolink:Gene		ENSG00000170959
				biolink:Protein		ENSP00000385936
				biolink:Gene		ENSG00000109881
				biolink:Protein		ENSP00000330240
				biolink:Gene		ENSG00000186815
				biolink:Protein		ENSP00000448083
				biolink:Gene		ENSG00000126264
				biolink:Protein		ENSP00000246551
				biolink:Protein		ENSP00000306372
				biolink:Gene		ENSG00000075413
				biolink:Protein		ENSP00000411397
				biolink:Protein		ENSP00000477868
				biolink:Gene		ENSG00000125319
				biolink:Protein		ENSP00000313500
				biolink:Gene		ENSG00000149179
				biolink:Protein		ENSP00000367878
				biolink:Gene		ENSG00000165819
				biolink:Protein		ENSP00000298717
				biolink:Gene		ENSG00000146374
				biolink:Protein		ENSP00000349131
				biolink:Gene		ENSG00000187037
				biolink:Protein		ENSP00000390410
				biolink:Gene		ENSG00000120262
				biolink:Protein		ENSP00000239374
				biolink:Gene		ENSG00000106034
				biolink:Protein		ENSP00000309772
				biolink:Gene		ENSG00000103460
				biolink:Protein		ENSP00000219746
				biolink:Gene		ENSG00000100439
				biolink:Protein		ENSP00000414558
				biolink:Gene		ENSG00000174448
				biolink:Protein		ENSP00000462349
				biolink:Gene		ENSG00000135241
				biolink:Protein		ENSP00000410804
				biolink:Gene		ENSG00000083535
				biolink:Protein		ENSP00000317144
				biolink:Gene		ENSG00000143578
				biolink:Protein		ENSP00000357596
				biolink:Protein		ENSP00000445806
				biolink:Gene		ENSG00000107593
				biolink:Protein		ENSP00000325296
				biolink:Gene		ENSG00000100908
				biolink:Protein		ENSP00000403210
				biolink:Gene		ENSG00000137656
				biolink:Protein		ENSP00000260210
